Data,State,Hail Size,Population Affected,
7/20/14,Idaho,"2.5"" Hail",0,
7/21/14,Idaho,"2.5"" Hail",0,
7/22/14,Idaho,"2.5"" Hail",0,
7/23/14,Idaho,"2.5"" Hail",0,
7/24/14,Idaho,"2.5"" Hail",0,
7/25/14,Idaho,"2.5"" Hail",0,
7/26/14,Idaho,"2.5"" Hail",0,
7/27/14,Idaho,"2.5"" Hail",0,
7/28/14,Idaho,"2.5"" Hail",0,
7/29/14,Idaho,"2.5"" Hail",0,
7/30/14,Idaho,"2.5"" Hail",0,
6/25/14,Idaho,"3.0"" Hail",0,
6/26/14,Idaho,"3.0"" Hail",0,
6/27/14,Idaho,"3.0"" Hail",0,
6/28/14,Idaho,"3.0"" Hail",0,
6/29/14,Idaho,"3.0"" Hail",0,
6/30/14,Idaho,"3.0"" Hail",0,
7/1/14,Idaho,"3.0"" Hail",0,
7/2/14,Idaho,"3.0"" Hail",0,
7/3/14,Idaho,"3.0"" Hail",49,
7/4/14,Idaho,"3.0"" Hail",0,
7/5/14,Idaho,"3.0"" Hail",0,
7/6/14,Idaho,"3.0"" Hail",0,
7/7/14,Idaho,"3.0"" Hail",0,
7/8/14,Idaho,"3.0"" Hail",0,
7/9/14,Idaho,"3.0"" Hail",0,
7/10/14,Idaho,"3.0"" Hail",0,
7/11/14,Idaho,"3.0"" Hail",0,
7/12/14,Idaho,"3.0"" Hail",0,
7/13/14,Idaho,"3.0"" Hail",0,
7/14/14,Idaho,"3.0"" Hail",0,
7/15/14,Idaho,"3.0"" Hail",0,
7/16/14,Idaho,"3.0"" Hail",0,
7/17/14,Idaho,"3.0"" Hail",0,
7/18/14,Idaho,"3.0"" Hail",0,
7/19/14,Idaho,"3.0"" Hail",0,
7/20/14,Idaho,"3.0"" Hail",0,
7/21/14,Idaho,"3.0"" Hail",0,
7/22/14,Idaho,"3.0"" Hail",0,
7/23/14,Idaho,"3.0"" Hail",0,
7/24/14,Idaho,"3.0"" Hail",0,
7/25/14,Idaho,"3.0"" Hail",0,
7/26/14,Idaho,"3.0"" Hail",0,
7/27/14,Idaho,"3.0"" Hail",0,
7/28/14,Idaho,"3.0"" Hail",0,
7/29/14,Idaho,"3.0"" Hail",0,
7/30/14,Idaho,"3.0"" Hail",0,
6/25/14,Idaho,"3.5"" Hail",0,
6/26/14,Idaho,"3.5"" Hail",0,
6/27/14,Idaho,"3.5"" Hail",0,
6/28/14,Idaho,"3.5"" Hail",0,
6/29/14,Idaho,"3.5"" Hail",0,
6/30/14,Idaho,"3.5"" Hail",0,
7/1/14,Idaho,"3.5"" Hail",0,
7/2/14,Idaho,"3.5"" Hail",0,
7/3/14,Idaho,"3.5"" Hail",4,
7/4/14,Idaho,"3.5"" Hail",0,
7/5/14,Idaho,"3.5"" Hail",0,
7/6/14,Idaho,"3.5"" Hail",0,
7/7/14,Idaho,"3.5"" Hail",0,
7/8/14,Idaho,"3.5"" Hail",0,
7/9/14,Idaho,"3.5"" Hail",0,
7/10/14,Idaho,"3.5"" Hail",0,
7/11/14,Idaho,"3.5"" Hail",0,
7/12/14,Idaho,"3.5"" Hail",0,
7/13/14,Idaho,"3.5"" Hail",0,
7/14/14,Idaho,"3.5"" Hail",0,
7/15/14,Idaho,"3.5"" Hail",0,
7/16/14,Idaho,"3.5"" Hail",0,
7/17/14,Idaho,"3.5"" Hail",0,
7/18/14,Idaho,"3.5"" Hail",0,
7/19/14,Idaho,"3.5"" Hail",0,
7/20/14,Idaho,"3.5"" Hail",0,
7/21/14,Idaho,"3.5"" Hail",0,
7/22/14,Idaho,"3.5"" Hail",0,
7/23/14,Idaho,"3.5"" Hail",0,
7/24/14,Idaho,"3.5"" Hail",0,
7/25/14,Idaho,"3.5"" Hail",0,
7/26/14,Idaho,"3.5"" Hail",0,
7/27/14,Idaho,"3.5"" Hail",0,
7/28/14,Idaho,"3.5"" Hail",0,
7/29/14,Idaho,"3.5"" Hail",0,
7/30/14,Idaho,"3.5"" Hail",0,
6/25/14,Illinois,"1.0"" Hail",0,
6/26/14,Illinois,"1.0"" Hail",0,
6/27/14,Illinois,"1.0"" Hail",0,
6/28/14,Illinois,"1.0"" Hail",0,
6/29/14,Illinois,"1.0"" Hail",0,
6/30/14,Illinois,"1.0"" Hail",5008,
7/1/14,Illinois,"1.0"" Hail",43,
7/2/14,Illinois,"1.0"" Hail",0,
7/3/14,Illinois,"1.0"" Hail",0,
7/4/14,Illinois,"1.0"" Hail",0,
7/5/14,Illinois,"1.0"" Hail",0,
7/6/14,Illinois,"1.0"" Hail",0,
7/7/14,Illinois,"1.0"" Hail",3662,
7/8/14,Illinois,"1.0"" Hail",0,
7/9/14,Illinois,"1.0"" Hail",0,
7/10/14,Illinois,"1.0"" Hail",0,
7/11/14,Illinois,"1.0"" Hail",0,
7/12/14,Illinois,"1.0"" Hail",0,
7/13/14,Illinois,"1.0"" Hail",0,
7/14/14,Illinois,"1.0"" Hail",28,
7/15/14,Illinois,"1.0"" Hail",0,
7/16/14,Illinois,"1.0"" Hail",0,
7/17/14,Illinois,"1.0"" Hail",0,
7/18/14,Illinois,"1.0"" Hail",0,
7/19/14,Illinois,"1.0"" Hail",0,
7/20/14,Illinois,"1.0"" Hail",0,
7/21/14,Illinois,"1.0"" Hail",0,
7/22/14,Illinois,"1.0"" Hail",80,
7/23/14,Illinois,"1.0"" Hail",14308,
7/24/14,Illinois,"1.0"" Hail",0,
7/25/14,Illinois,"1.0"" Hail",0,
7/26/14,Illinois,"1.0"" Hail",588,
7/27/14,Illinois,"1.0"" Hail",11,
7/28/14,Illinois,"1.0"" Hail",0,
7/29/14,Illinois,"1.0"" Hail",0,
7/30/14,Illinois,"1.0"" Hail",0,
6/25/14,Illinois,"1.5"" Hail",0,
6/26/14,Illinois,"1.5"" Hail",0,
6/27/14,Illinois,"1.5"" Hail",0,
6/28/14,Illinois,"1.5"" Hail",0,
6/29/14,Illinois,"1.5"" Hail",0,
6/30/14,Illinois,"1.5"" Hail",0,
7/1/14,Illinois,"1.5"" Hail",0,
7/2/14,Illinois,"1.5"" Hail",0,
7/3/14,Illinois,"1.5"" Hail",0,
7/4/14,Illinois,"1.5"" Hail",0,
7/5/14,Illinois,"1.5"" Hail",0,
7/6/14,Illinois,"1.5"" Hail",0,
7/7/14,Illinois,"1.5"" Hail",155,
7/8/14,Illinois,"1.5"" Hail",0,
7/9/14,Illinois,"1.5"" Hail",0,
7/10/14,Illinois,"1.5"" Hail",0,
7/11/14,Illinois,"1.5"" Hail",0,
7/12/14,Illinois,"1.5"" Hail",0,
7/13/14,Illinois,"1.5"" Hail",0,
7/14/14,Illinois,"1.5"" Hail",0,
7/15/14,Illinois,"1.5"" Hail",0,
7/16/14,Illinois,"1.5"" Hail",0,
7/17/14,Illinois,"1.5"" Hail",0,
7/18/14,Illinois,"1.5"" Hail",0,
7/19/14,Illinois,"1.5"" Hail",0,
7/20/14,Illinois,"1.5"" Hail",0,
7/21/14,Illinois,"1.5"" Hail",0,
7/22/14,Illinois,"1.5"" Hail",0,
7/23/14,Illinois,"1.5"" Hail",0,
7/24/14,Illinois,"1.5"" Hail",0,
7/25/14,Illinois,"1.5"" Hail",0,
7/26/14,Illinois,"1.5"" Hail",0,
7/27/14,Illinois,"1.5"" Hail",0,
7/28/14,Illinois,"1.5"" Hail",0,
7/29/14,Illinois,"1.5"" Hail",0,
7/30/14,Illinois,"1.5"" Hail",0,
6/25/14,Illinois,"2.0"" Hail",0,
6/26/14,Illinois,"2.0"" Hail",0,
6/27/14,Illinois,"2.0"" Hail",0,
6/28/14,Illinois,"2.0"" Hail",0,
6/29/14,Illinois,"2.0"" Hail",0,
6/30/14,Illinois,"2.0"" Hail",0,
7/1/14,Illinois,"2.0"" Hail",0,
7/2/14,Illinois,"2.0"" Hail",0,
7/3/14,Illinois,"2.0"" Hail",0,
7/4/14,Illinois,"2.0"" Hail",0,
7/5/14,Illinois,"2.0"" Hail",0,
7/6/14,Illinois,"2.0"" Hail",0,
7/7/14,Illinois,"2.0"" Hail",0,
7/8/14,Illinois,"2.0"" Hail",0,
7/9/14,Illinois,"2.0"" Hail",0,
7/10/14,Illinois,"2.0"" Hail",0,
7/11/14,Illinois,"2.0"" Hail",0,
7/12/14,Illinois,"2.0"" Hail",0,
7/13/14,Illinois,"2.0"" Hail",0,
7/14/14,Illinois,"2.0"" Hail",0,
7/15/14,Illinois,"2.0"" Hail",0,
7/16/14,Illinois,"2.0"" Hail",0,
7/17/14,Illinois,"2.0"" Hail",0,
7/18/14,Illinois,"2.0"" Hail",0,
7/19/14,Illinois,"2.0"" Hail",0,
7/20/14,Illinois,"2.0"" Hail",0,
7/21/14,Illinois,"2.0"" Hail",0,
7/22/14,Illinois,"2.0"" Hail",0,
7/23/14,Illinois,"2.0"" Hail",0,
7/24/14,Illinois,"2.0"" Hail",0,
7/25/14,Illinois,"2.0"" Hail",0,
7/26/14,Illinois,"2.0"" Hail",0,
7/27/14,Illinois,"2.0"" Hail",0,
7/28/14,Illinois,"2.0"" Hail",0,
7/29/14,Illinois,"2.0"" Hail",0,
7/30/14,Illinois,"2.0"" Hail",0,
6/25/14,Illinois,"2.5"" Hail",0,
6/26/14,Illinois,"2.5"" Hail",0,
6/27/14,Illinois,"2.5"" Hail",0,
6/28/14,Illinois,"2.5"" Hail",0,
6/29/14,Illinois,"2.5"" Hail",0,
6/30/14,Illinois,"2.5"" Hail",0,
7/1/14,Illinois,"2.5"" Hail",0,
7/2/14,Illinois,"2.5"" Hail",0,
7/3/14,Illinois,"2.5"" Hail",0,
7/4/14,Illinois,"2.5"" Hail",0,
7/5/14,Illinois,"2.5"" Hail",0,
7/6/14,Illinois,"2.5"" Hail",0,
7/7/14,Illinois,"2.5"" Hail",0,
7/8/14,Illinois,"2.5"" Hail",0,
7/9/14,Illinois,"2.5"" Hail",0,
7/10/14,Illinois,"2.5"" Hail",0,
7/11/14,Illinois,"2.5"" Hail",0,
7/12/14,Illinois,"2.5"" Hail",0,
7/13/14,Illinois,"2.5"" Hail",0,
7/14/14,Illinois,"2.5"" Hail",0,
7/15/14,Illinois,"2.5"" Hail",0,
7/16/14,Illinois,"2.5"" Hail",0,
7/17/14,Illinois,"2.5"" Hail",0,
7/18/14,Illinois,"2.5"" Hail",0,
7/19/14,Illinois,"2.5"" Hail",0,
7/20/14,Illinois,"2.5"" Hail",0,
7/21/14,Illinois,"2.5"" Hail",0,
7/22/14,Illinois,"2.5"" Hail",0,
7/23/14,Illinois,"2.5"" Hail",0,
7/24/14,Illinois,"2.5"" Hail",0,
7/25/14,Illinois,"2.5"" Hail",0,
7/26/14,Illinois,"2.5"" Hail",0,
7/27/14,Illinois,"2.5"" Hail",0,
7/28/14,Illinois,"2.5"" Hail",0,
7/29/14,Illinois,"2.5"" Hail",0,
7/30/14,Illinois,"2.5"" Hail",0,
6/25/14,Illinois,"3.0"" Hail",0,
6/26/14,Illinois,"3.0"" Hail",0,
6/27/14,Illinois,"3.0"" Hail",0,
6/28/14,Illinois,"3.0"" Hail",0,
6/29/14,Illinois,"3.0"" Hail",0,
6/30/14,Illinois,"3.0"" Hail",0,
7/1/14,Illinois,"3.0"" Hail",0,
7/2/14,Illinois,"3.0"" Hail",0,
7/3/14,Illinois,"3.0"" Hail",0,
7/4/14,Illinois,"3.0"" Hail",0,
7/5/14,Illinois,"3.0"" Hail",0,
7/6/14,Illinois,"3.0"" Hail",0,
7/7/14,Illinois,"3.0"" Hail",0,
7/8/14,Illinois,"3.0"" Hail",0,
7/9/14,Illinois,"3.0"" Hail",0,
7/10/14,Illinois,"3.0"" Hail",0,
7/11/14,Illinois,"3.0"" Hail",0,
7/12/14,Illinois,"3.0"" Hail",0,
7/13/14,Illinois,"3.0"" Hail",0,
7/14/14,Illinois,"3.0"" Hail",0,
7/15/14,Illinois,"3.0"" Hail",0,
7/16/14,Illinois,"3.0"" Hail",0,
7/17/14,Illinois,"3.0"" Hail",0,
7/18/14,Illinois,"3.0"" Hail",0,
7/19/14,Illinois,"3.0"" Hail",0,
7/20/14,Illinois,"3.0"" Hail",0,
7/21/14,Illinois,"3.0"" Hail",0,
7/22/14,Illinois,"3.0"" Hail",0,
7/23/14,Illinois,"3.0"" Hail",0,
7/24/14,Illinois,"3.0"" Hail",0,
7/25/14,Illinois,"3.0"" Hail",0,
7/26/14,Illinois,"3.0"" Hail",0,
7/27/14,Illinois,"3.0"" Hail",0,
7/28/14,Illinois,"3.0"" Hail",0,
7/29/14,Illinois,"3.0"" Hail",0,
7/30/14,Illinois,"3.0"" Hail",0,
6/25/14,Illinois,"3.5"" Hail",0,
6/26/14,Illinois,"3.5"" Hail",0,
6/27/14,Illinois,"3.5"" Hail",0,
6/28/14,Illinois,"3.5"" Hail",0,
6/29/14,Illinois,"3.5"" Hail",0,
6/30/14,Illinois,"3.5"" Hail",0,
7/1/14,Illinois,"3.5"" Hail",0,
7/2/14,Illinois,"3.5"" Hail",0,
7/3/14,Illinois,"3.5"" Hail",0,
7/4/14,Illinois,"3.5"" Hail",0,
7/5/14,Illinois,"3.5"" Hail",0,
7/6/14,Illinois,"3.5"" Hail",0,
7/7/14,Illinois,"3.5"" Hail",0,
7/8/14,Illinois,"3.5"" Hail",0,
7/9/14,Illinois,"3.5"" Hail",0,
7/10/14,Illinois,"3.5"" Hail",0,
7/11/14,Illinois,"3.5"" Hail",0,
7/12/14,Illinois,"3.5"" Hail",0,
7/13/14,Illinois,"3.5"" Hail",0,
7/14/14,Illinois,"3.5"" Hail",0,
7/15/14,Illinois,"3.5"" Hail",0,
7/16/14,Illinois,"3.5"" Hail",0,
7/17/14,Illinois,"3.5"" Hail",0,
7/18/14,Illinois,"3.5"" Hail",0,
7/19/14,Illinois,"3.5"" Hail",0,
7/20/14,Illinois,"3.5"" Hail",0,
7/21/14,Illinois,"3.5"" Hail",0,
7/22/14,Illinois,"3.5"" Hail",0,
7/23/14,Illinois,"3.5"" Hail",0,
7/24/14,Illinois,"3.5"" Hail",0,
7/25/14,Illinois,"3.5"" Hail",0,
7/26/14,Illinois,"3.5"" Hail",0,
7/27/14,Illinois,"3.5"" Hail",0,
7/28/14,Illinois,"3.5"" Hail",0,
7/29/14,Illinois,"3.5"" Hail",0,
7/30/14,Illinois,"3.5"" Hail",0,
6/25/14,Indiana,"1.0"" Hail",0,
6/26/14,Indiana,"1.0"" Hail",0,
6/27/14,Indiana,"1.0"" Hail",0,
6/28/14,Indiana,"1.0"" Hail",0,
6/29/14,Indiana,"1.0"" Hail",0,
6/30/14,Indiana,"1.0"" Hail",0,
7/1/14,Indiana,"1.0"" Hail",0,
7/2/14,Indiana,"1.0"" Hail",0,
7/3/14,Indiana,"1.0"" Hail",0,
7/4/14,Indiana,"1.0"" Hail",0,
7/5/14,Indiana,"1.0"" Hail",0,
7/6/14,Indiana,"1.0"" Hail",0,
7/7/14,Indiana,"1.0"" Hail",12432,
7/8/14,Indiana,"1.0"" Hail",2,
7/9/14,Indiana,"1.0"" Hail",0,
7/10/14,Indiana,"1.0"" Hail",0,
7/11/14,Indiana,"1.0"" Hail",0,
7/12/14,Indiana,"1.0"" Hail",0,
7/13/14,Indiana,"1.0"" Hail",0,
7/14/14,Indiana,"1.0"" Hail",0,
7/15/14,Indiana,"1.0"" Hail",0,
7/16/14,Indiana,"1.0"" Hail",0,
7/17/14,Indiana,"1.0"" Hail",0,
7/18/14,Indiana,"1.0"" Hail",0,
7/19/14,Indiana,"1.0"" Hail",0,
7/20/14,Indiana,"1.0"" Hail",0,
7/21/14,Indiana,"1.0"" Hail",0,
7/22/14,Indiana,"1.0"" Hail",0,
7/23/14,Indiana,"1.0"" Hail",6806,
7/24/14,Indiana,"1.0"" Hail",0,
7/25/14,Indiana,"1.0"" Hail",0,
7/26/14,Indiana,"1.0"" Hail",6804,
7/27/14,Indiana,"1.0"" Hail",5500,
7/28/14,Indiana,"1.0"" Hail",0,
7/29/14,Indiana,"1.0"" Hail",0,
7/30/14,Indiana,"1.0"" Hail",0,
6/25/14,Indiana,"1.5"" Hail",0,
6/26/14,Indiana,"1.5"" Hail",0,
6/27/14,Indiana,"1.5"" Hail",0,
6/28/14,Indiana,"1.5"" Hail",0,
6/29/14,Indiana,"1.5"" Hail",0,
6/30/14,Indiana,"1.5"" Hail",0,
7/1/14,Indiana,"1.5"" Hail",0,
7/2/14,Indiana,"1.5"" Hail",0,
7/3/14,Indiana,"1.5"" Hail",0,
7/4/14,Indiana,"1.5"" Hail",0,
7/5/14,Indiana,"1.5"" Hail",0,
7/6/14,Indiana,"1.5"" Hail",0,
7/7/14,Indiana,"1.5"" Hail",37,
7/8/14,Indiana,"1.5"" Hail",0,
7/9/14,Indiana,"1.5"" Hail",0,
7/10/14,Indiana,"1.5"" Hail",0,
7/11/14,Indiana,"1.5"" Hail",0,
7/12/14,Indiana,"1.5"" Hail",0,
7/13/14,Indiana,"1.5"" Hail",0,
7/14/14,Indiana,"1.5"" Hail",0,
7/15/14,Indiana,"1.5"" Hail",0,
7/16/14,Indiana,"1.5"" Hail",0,
7/17/14,Indiana,"1.5"" Hail",0,
7/18/14,Indiana,"1.5"" Hail",0,
7/19/14,Indiana,"1.5"" Hail",0,
7/20/14,Indiana,"1.5"" Hail",0,
7/21/14,Indiana,"1.5"" Hail",0,
7/22/14,Indiana,"1.5"" Hail",0,
7/23/14,Indiana,"1.5"" Hail",0,
7/24/14,Indiana,"1.5"" Hail",0,
7/25/14,Indiana,"1.5"" Hail",0,
7/26/14,Indiana,"1.5"" Hail",299,
7/27/14,Indiana,"1.5"" Hail",430,
7/28/14,Indiana,"1.5"" Hail",0,
7/29/14,Indiana,"1.5"" Hail",0,
7/30/14,Indiana,"1.5"" Hail",0,
6/25/14,Indiana,"2.0"" Hail",0,
6/26/14,Indiana,"2.0"" Hail",0,
6/27/14,Indiana,"2.0"" Hail",0,
6/28/14,Indiana,"2.0"" Hail",0,
6/29/14,Indiana,"2.0"" Hail",0,
6/30/14,Indiana,"2.0"" Hail",0,
7/1/14,Indiana,"2.0"" Hail",0,
7/2/14,Indiana,"2.0"" Hail",0,
7/3/14,Indiana,"2.0"" Hail",0,
7/4/14,Indiana,"2.0"" Hail",0,
7/5/14,Indiana,"2.0"" Hail",0,
7/6/14,Indiana,"2.0"" Hail",0,
7/7/14,Indiana,"2.0"" Hail",0,
7/8/14,Indiana,"2.0"" Hail",0,
7/9/14,Indiana,"2.0"" Hail",0,
7/10/14,Indiana,"2.0"" Hail",0,
7/11/14,Indiana,"2.0"" Hail",0,
7/12/14,Indiana,"2.0"" Hail",0,
7/13/14,Indiana,"2.0"" Hail",0,
7/14/14,Indiana,"2.0"" Hail",0,
7/15/14,Indiana,"2.0"" Hail",0,
7/16/14,Indiana,"2.0"" Hail",0,
7/17/14,Indiana,"2.0"" Hail",0,
7/18/14,Indiana,"2.0"" Hail",0,
7/19/14,Indiana,"2.0"" Hail",0,
7/20/14,Indiana,"2.0"" Hail",0,
7/21/14,Indiana,"2.0"" Hail",0,
7/22/14,Indiana,"2.0"" Hail",0,
7/23/14,Indiana,"2.0"" Hail",0,
7/24/14,Indiana,"2.0"" Hail",0,
7/25/14,Indiana,"2.0"" Hail",0,
7/26/14,Indiana,"2.0"" Hail",0,
7/27/14,Indiana,"2.0"" Hail",0,
7/28/14,Indiana,"2.0"" Hail",0,
7/29/14,Indiana,"2.0"" Hail",0,
7/30/14,Indiana,"2.0"" Hail",0,
6/25/14,Indiana,"2.5"" Hail",0,
6/26/14,Indiana,"2.5"" Hail",0,
6/27/14,Indiana,"2.5"" Hail",0,
6/28/14,Indiana,"2.5"" Hail",0,
6/29/14,Indiana,"2.5"" Hail",0,
6/30/14,Indiana,"2.5"" Hail",0,
7/1/14,Indiana,"2.5"" Hail",0,
7/2/14,Indiana,"2.5"" Hail",0,
7/3/14,Indiana,"2.5"" Hail",0,
7/4/14,Indiana,"2.5"" Hail",0,
7/5/14,Indiana,"2.5"" Hail",0,
7/6/14,Indiana,"2.5"" Hail",0,
7/7/14,Indiana,"2.5"" Hail",0,
7/8/14,Indiana,"2.5"" Hail",0,
7/9/14,Indiana,"2.5"" Hail",0,
7/10/14,Indiana,"2.5"" Hail",0,
7/11/14,Indiana,"2.5"" Hail",0,
7/12/14,Indiana,"2.5"" Hail",0,
7/13/14,Indiana,"2.5"" Hail",0,
7/14/14,Indiana,"2.5"" Hail",0,
7/15/14,Indiana,"2.5"" Hail",0,
7/16/14,Indiana,"2.5"" Hail",0,
7/17/14,Indiana,"2.5"" Hail",0,
7/18/14,Indiana,"2.5"" Hail",0,
7/19/14,Indiana,"2.5"" Hail",0,
7/20/14,Indiana,"2.5"" Hail",0,
7/21/14,Indiana,"2.5"" Hail",0,
7/22/14,Indiana,"2.5"" Hail",0,
7/23/14,Indiana,"2.5"" Hail",0,
7/24/14,Indiana,"2.5"" Hail",0,
7/25/14,Indiana,"2.5"" Hail",0,
7/26/14,Indiana,"2.5"" Hail",0,
7/27/14,Indiana,"2.5"" Hail",0,
7/28/14,Indiana,"2.5"" Hail",0,
7/29/14,Indiana,"2.5"" Hail",0,
7/30/14,Indiana,"2.5"" Hail",0,
6/25/14,Indiana,"3.0"" Hail",0,
6/26/14,Indiana,"3.0"" Hail",0,
6/27/14,Indiana,"3.0"" Hail",0,
6/28/14,Indiana,"3.0"" Hail",0,
6/29/14,Indiana,"3.0"" Hail",0,
6/30/14,Indiana,"3.0"" Hail",0,
7/1/14,Indiana,"3.0"" Hail",0,
7/2/14,Indiana,"3.0"" Hail",0,
7/3/14,Indiana,"3.0"" Hail",0,
7/4/14,Indiana,"3.0"" Hail",0,
7/5/14,Indiana,"3.0"" Hail",0,
7/6/14,Indiana,"3.0"" Hail",0,
7/7/14,Indiana,"3.0"" Hail",0,
7/8/14,Indiana,"3.0"" Hail",0,
7/9/14,Indiana,"3.0"" Hail",0,
7/10/14,Indiana,"3.0"" Hail",0,
7/11/14,Indiana,"3.0"" Hail",0,
7/12/14,Indiana,"3.0"" Hail",0,
7/13/14,Indiana,"3.0"" Hail",0,
7/14/14,Indiana,"3.0"" Hail",0,
7/15/14,Indiana,"3.0"" Hail",0,
7/16/14,Indiana,"3.0"" Hail",0,
7/17/14,Indiana,"3.0"" Hail",0,
7/18/14,Indiana,"3.0"" Hail",0,
7/19/14,Indiana,"3.0"" Hail",0,
7/20/14,Indiana,"3.0"" Hail",0,
7/21/14,Indiana,"3.0"" Hail",0,
7/22/14,Indiana,"3.0"" Hail",0,
7/23/14,Indiana,"3.0"" Hail",0,
7/24/14,Indiana,"3.0"" Hail",0,
7/25/14,Indiana,"3.0"" Hail",0,
7/26/14,Indiana,"3.0"" Hail",0,
7/27/14,Indiana,"3.0"" Hail",0,
7/28/14,Indiana,"3.0"" Hail",0,
7/29/14,Indiana,"3.0"" Hail",0,
7/30/14,Indiana,"3.0"" Hail",0,
6/25/14,Indiana,"3.5"" Hail",0,
6/26/14,Indiana,"3.5"" Hail",0,
6/27/14,Indiana,"3.5"" Hail",0,
6/28/14,Indiana,"3.5"" Hail",0,
6/29/14,Indiana,"3.5"" Hail",0,
6/30/14,Indiana,"3.5"" Hail",0,
7/1/14,Indiana,"3.5"" Hail",0,
7/2/14,Indiana,"3.5"" Hail",0,
7/3/14,Indiana,"3.5"" Hail",0,
7/4/14,Indiana,"3.5"" Hail",0,
7/5/14,Indiana,"3.5"" Hail",0,
7/6/14,Indiana,"3.5"" Hail",0,
7/7/14,Indiana,"3.5"" Hail",0,
7/8/14,Indiana,"3.5"" Hail",0,
7/9/14,Indiana,"3.5"" Hail",0,
7/10/14,Indiana,"3.5"" Hail",0,
7/11/14,Indiana,"3.5"" Hail",0,
7/12/14,Indiana,"3.5"" Hail",0,
7/13/14,Indiana,"3.5"" Hail",0,
7/14/14,Indiana,"3.5"" Hail",0,
7/15/14,Indiana,"3.5"" Hail",0,
7/16/14,Indiana,"3.5"" Hail",0,
7/17/14,Indiana,"3.5"" Hail",0,
7/18/14,Indiana,"3.5"" Hail",0,
7/19/14,Indiana,"3.5"" Hail",0,
7/20/14,Indiana,"3.5"" Hail",0,
7/21/14,Indiana,"3.5"" Hail",0,
7/22/14,Indiana,"3.5"" Hail",0,
7/23/14,Indiana,"3.5"" Hail",0,
7/24/14,Indiana,"3.5"" Hail",0,
7/25/14,Indiana,"3.5"" Hail",0,
7/26/14,Indiana,"3.5"" Hail",0,
7/27/14,Indiana,"3.5"" Hail",0,
7/28/14,Indiana,"3.5"" Hail",0,
7/29/14,Indiana,"3.5"" Hail",0,
7/30/14,Indiana,"3.5"" Hail",0,
6/25/14,Kansas,"1.0"" Hail",229,
6/26/14,Kansas,"1.0"" Hail",242,
6/27/14,Kansas,"1.0"" Hail",751,
6/28/14,Kansas,"1.0"" Hail",7811,
6/29/14,Kansas,"1.0"" Hail",5305,
6/30/14,Kansas,"1.0"" Hail",2945,
7/1/14,Kansas,"1.0"" Hail",1043,
7/2/14,Kansas,"1.0"" Hail",0,
7/3/14,Kansas,"1.0"" Hail",0,
7/4/14,Kansas,"1.0"" Hail",0,
7/5/14,Kansas,"1.0"" Hail",0,
7/6/14,Kansas,"1.0"" Hail",219,
7/7/14,Kansas,"1.0"" Hail",20954,
7/8/14,Kansas,"1.0"" Hail",0,
7/9/14,Kansas,"1.0"" Hail",108,
7/10/14,Kansas,"1.0"" Hail",8822,
7/11/14,Kansas,"1.0"" Hail",0,
7/12/14,Kansas,"1.0"" Hail",2489,
7/13/14,Kansas,"1.0"" Hail",6,
7/14/14,Kansas,"1.0"" Hail",33,
7/15/14,Kansas,"1.0"" Hail",0,
7/16/14,Kansas,"1.0"" Hail",0,
7/17/14,Kansas,"1.0"" Hail",0,
7/18/14,Kansas,"1.0"" Hail",2101,
7/19/14,Kansas,"1.0"" Hail",0,
7/20/14,Kansas,"1.0"" Hail",0,
7/21/14,Kansas,"1.0"" Hail",7496,
7/22/14,Kansas,"1.0"" Hail",0,
7/23/14,Kansas,"1.0"" Hail",536,
7/24/14,Kansas,"1.0"" Hail",0,
7/25/14,Kansas,"1.0"" Hail",0,
7/26/14,Kansas,"1.0"" Hail",93,
7/27/14,Kansas,"1.0"" Hail",172,
7/28/14,Kansas,"1.0"" Hail",0,
7/29/14,Kansas,"1.0"" Hail",0,
7/30/14,Kansas,"1.0"" Hail",0,
6/25/14,Kansas,"1.5"" Hail",0,
6/26/14,Kansas,"1.5"" Hail",0,
6/27/14,Kansas,"1.5"" Hail",14,
6/28/14,Kansas,"1.5"" Hail",180,
6/29/14,Kansas,"1.5"" Hail",369,
6/30/14,Kansas,"1.5"" Hail",971,
7/1/14,Kansas,"1.5"" Hail",0,
7/2/14,Kansas,"1.5"" Hail",0,
7/3/14,Kansas,"1.5"" Hail",0,
7/4/14,Kansas,"1.5"" Hail",0,
7/5/14,Kansas,"1.5"" Hail",0,
7/6/14,Kansas,"1.5"" Hail",1,
7/7/14,Kansas,"1.5"" Hail",12081,
7/8/14,Kansas,"1.5"" Hail",0,
7/9/14,Kansas,"1.5"" Hail",9,
7/10/14,Kansas,"1.5"" Hail",84,
7/11/14,Kansas,"1.5"" Hail",0,
7/12/14,Kansas,"1.5"" Hail",1096,
7/13/14,Kansas,"1.5"" Hail",0,
7/14/14,Kansas,"1.5"" Hail",0,
7/15/14,Kansas,"1.5"" Hail",0,
7/16/14,Kansas,"1.5"" Hail",0,
7/17/14,Kansas,"1.5"" Hail",0,
7/18/14,Kansas,"1.5"" Hail",332,
7/19/14,Kansas,"1.5"" Hail",0,
7/20/14,Kansas,"1.5"" Hail",0,
7/21/14,Kansas,"1.5"" Hail",1118,
7/22/14,Kansas,"1.5"" Hail",0,
7/23/14,Kansas,"1.5"" Hail",82,
7/24/14,Kansas,"1.5"" Hail",0,
